2026-04-07 15:55:36 [restartedMain] INFO  c.retailstore.RetailStoreApplication - Starting RetailStoreApplication using Java 21.0.7 with PID 19448 (C:\Users\Keerthi.Samayam\IntelliJIDEA\ResumeAddedProject\retail-store\target\classes started by Keerthi.Samayam in C:\Users\Keerthi.Samayam\IntelliJIDEA\ResumeAddedProject\retail-store)
2026-04-07 16:16:53 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Finished Spring Batch infrastructure beans configuration in 11 ms.
2026-04-07 16:16:53 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobRepository already defined in the application context, skipping the registration of a jobRepository
2026-04-07 16:16:53 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobExplorer already defined in the application context, skipping the registration of a jobExplorer
2026-04-07 16:16:53 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobLauncher already defined in the application context, skipping the registration of a jobLauncher
2026-04-07 16:16:53 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobRegistry already defined in the application context, skipping the registration of a jobRegistry
2026-04-07 16:16:53 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobRegistryBeanPostProcessor already defined in the application context, skipping the registration of a jobRegistryBeanPostProcessor
2026-04-07 16:16:53 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobOperator already defined in the application context, skipping the registration of a jobOperator
2026-04-07 16:16:53 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Finished Spring Batch infrastructure beans configuration in 18 ms.
2026-04-07 16:16:54 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-04-07 16:16:55 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 529 ms. Found 14 JPA repository interfaces.
2026-04-07 16:16:57 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jobRegistry' of type [org.springframework.batch.core.configuration.support.MapJobRegistry] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-04-07 16:16:58 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-04-07 16:16:58 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-07 16:16:58 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.31]
2026-04-07 16:16:58 [restartedMain] INFO  o.a.c.c.C.[.[.[/retail-store] - Initializing Spring embedded WebApplicationContext
2026-04-07 16:16:58 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 7043 ms
2026-04-07 16:16:59 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-04-07 16:17:00 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2026-04-07 16:17:00 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-04-07 16:17:01 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-04-07 16:17:01 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-04-07 16:17:01 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5fdd3713
2026-04-07 16:17:01 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-04-07 16:17:04 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-04-07 16:17:04 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-04-07 16:17:06 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider.
2026-04-07 16:17:06 [restartedMain] INFO  o.s.b.c.r.s.JobRepositoryFactoryBean - No database type set, using meta data indicating: MYSQL
2026-04-07 16:17:06 [restartedMain] INFO  o.s.b.c.l.support.SimpleJobLauncher - No TaskExecutor has been set, defaulting to synchronous executor.
2026-04-07 16:17:06 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 16:17:06 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 16:17:06 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 16:17:06 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 16:17:06 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 16:17:06 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 16:17:07 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 16:17:07 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 16:17:07 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 16:17:07 [restartedMain] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-04-07 16:17:07 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-04-07 16:17:09 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-04-07 16:17:09 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/retail-store'
2026-04-07 16:17:09 [restartedMain] INFO  c.retailstore.RetailStoreApplication - Started RetailStoreApplication in 20.602 seconds (process running for 22.115)
2026-04-07 16:18:00 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=orderReportJob]] launched with the following parameters: [{'runId_orderReportJob':'{value=1775558880012, type=class java.lang.Long, identifying=true}'}]
2026-04-07 16:18:00 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [orderReportStep]
2026-04-07 16:18:05 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [orderReportStep] executed in 5s795ms
2026-04-07 16:18:06 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=orderReportJob]] completed with the following parameters: [{'runId_orderReportJob':'{value=1775558880012, type=class java.lang.Long, identifying=true}'}] and the following status: [COMPLETED] in 5s868ms
2026-04-07 16:18:06 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=productUploadJob]] launched with the following parameters: [{'runId_productUploadJob':'{value=1775558886026, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/products-upload.csv, type=class java.lang.String, identifying=true}'}]
2026-04-07 16:18:06 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [productUploadStep]
2026-04-07 16:18:11 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [productUploadStep] executed in 5s470ms
2026-04-07 16:18:11 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=productUploadJob]] completed with the following parameters: [{'runId_productUploadJob':'{value=1775558886026, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/products-upload.csv, type=class java.lang.String, identifying=true}'}] and the following status: [COMPLETED] in 5s526ms
2026-04-07 16:18:11 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=stockReconciliationJob]] launched with the following parameters: [{'runId_stockReconciliationJob':'{value=1775558891601, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/stocks-reconciliation.csv, type=class java.lang.String, identifying=true}'}]
2026-04-07 16:18:11 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [truncateTempStockStep]
2026-04-07 16:18:11 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [truncateTempStockStep] executed in 138ms
2026-04-07 16:18:11 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [loadTempStockStep]
2026-04-07 16:18:12 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [loadTempStockStep] executed in 167ms
2026-04-07 16:18:12 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [stockMismatchStep]
2026-04-07 16:18:12 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [stockMismatchStep] executed in 368ms
2026-04-07 16:18:12 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [generateReportStep]
2026-04-07 16:18:16 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [generateReportStep] executed in 3s970ms
2026-04-07 16:18:16 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=stockReconciliationJob]] completed with the following parameters: [{'runId_stockReconciliationJob':'{value=1775558891601, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/stocks-reconciliation.csv, type=class java.lang.String, identifying=true}'}] and the following status: [COMPLETED] in 4s954ms
2026-04-07 16:19:32 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-04-07 16:19:32 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-04-07 16:19:32 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-04-07 21:06:39 [restartedMain] INFO  c.retailstore.RetailStoreApplication - Starting RetailStoreApplication using Java 21.0.7 with PID 1636 (C:\Users\Keerthi.Samayam\IntelliJIDEA\ResumeAddedProject\retail-store\target\classes started by Keerthi.Samayam in C:\Users\Keerthi.Samayam\IntelliJIDEA\ResumeAddedProject\retail-store)
2026-04-07 21:06:39 [restartedMain] INFO  c.retailstore.RetailStoreApplication - No active profile set, falling back to 1 default profile: "default"
2026-04-07 21:06:39 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-04-07 21:06:39 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Finished Spring Batch infrastructure beans configuration in 21 ms.
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobRepository already defined in the application context, skipping the registration of a jobRepository
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobExplorer already defined in the application context, skipping the registration of a jobExplorer
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobLauncher already defined in the application context, skipping the registration of a jobLauncher
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobRegistry already defined in the application context, skipping the registration of a jobRegistry
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobRegistryBeanPostProcessor already defined in the application context, skipping the registration of a jobRegistryBeanPostProcessor
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobOperator already defined in the application context, skipping the registration of a jobOperator
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Finished Spring Batch infrastructure beans configuration in 17 ms.
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobRepository already defined in the application context, skipping the registration of a jobRepository
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobExplorer already defined in the application context, skipping the registration of a jobExplorer
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobLauncher already defined in the application context, skipping the registration of a jobLauncher
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobRegistry already defined in the application context, skipping the registration of a jobRegistry
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobRegistryBeanPostProcessor already defined in the application context, skipping the registration of a jobRegistryBeanPostProcessor
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Bean jobOperator already defined in the application context, skipping the registration of a jobOperator
2026-04-07 21:06:46 [restartedMain] INFO  o.s.b.c.c.annotation.BatchRegistrar - Finished Spring Batch infrastructure beans configuration in 18 ms.
2026-04-07 21:06:47 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-04-07 21:06:48 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 722 ms. Found 14 JPA repository interfaces.
2026-04-07 21:06:50 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jobRegistry' of type [org.springframework.batch.core.configuration.support.MapJobRegistry] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [jobRegistryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.
2026-04-07 21:06:52 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-04-07 21:06:52 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-04-07 21:06:52 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.31]
2026-04-07 21:06:52 [restartedMain] INFO  o.a.c.c.C.[.[.[/retail-store] - Initializing Spring embedded WebApplicationContext
2026-04-07 21:06:52 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 12741 ms
2026-04-07 21:06:53 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-04-07 21:06:54 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2026-04-07 21:06:54 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-04-07 21:06:55 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-04-07 21:06:55 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-04-07 21:06:56 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@19d6936d
2026-04-07 21:06:56 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-04-07 21:07:01 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-04-07 21:07:01 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-04-07 21:07:03 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider.
2026-04-07 21:07:03 [restartedMain] INFO  o.s.b.c.r.s.JobRepositoryFactoryBean - No database type set, using meta data indicating: MYSQL
2026-04-07 21:07:03 [restartedMain] INFO  o.s.b.c.l.support.SimpleJobLauncher - No TaskExecutor has been set, defaulting to synchronous executor.
2026-04-07 21:07:04 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 21:07:04 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 21:07:05 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 21:07:05 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 21:07:05 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 21:07:05 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 21:07:05 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 21:07:05 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 21:07:05 [restartedMain] INFO  o.s.b.c.c.a.BatchObservabilityBeanPostProcessor - No Micrometer observation registry found, defaulting to ObservationRegistry.NOOP
2026-04-07 21:07:05 [restartedMain] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-04-07 21:07:05 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-04-07 21:07:08 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-04-07 21:07:08 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/retail-store'
2026-04-07 21:07:08 [restartedMain] INFO  c.retailstore.RetailStoreApplication - Started RetailStoreApplication in 37.222 seconds (process running for 39.749)
2026-04-07 21:08:00 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=orderReportJob]] launched with the following parameters: [{'runId_orderReportJob':'{value=1775576280033, type=class java.lang.Long, identifying=true}'}]
2026-04-07 21:08:00 [scheduling-1] INFO  c.r.logging.BatchJobLoggerListener - BATCH_JOB_STARTED job=orderReportJob params={'runId_orderReportJob':'{value=1775576280033, type=class java.lang.Long, identifying=true}'}
2026-04-07 21:08:00 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [orderReportStep]
2026-04-07 21:08:00 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_STARTED name=orderReportStep
2026-04-07 21:08:10 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_FINISHED name=orderReportStep read=0 write=0 skip=0
2026-04-07 21:08:10 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [orderReportStep] executed in 10s261ms
2026-04-07 21:08:10 [scheduling-1] INFO  c.r.logging.BatchJobLoggerListener - BATCH_JOB_FINISHED job=orderReportJob params={'runId_orderReportJob':'{value=1775576280033, type=class java.lang.Long, identifying=true}'}
2026-04-07 21:08:10 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=orderReportJob]] completed with the following parameters: [{'runId_orderReportJob':'{value=1775576280033, type=class java.lang.Long, identifying=true}'}] and the following status: [COMPLETED] in 10s384ms
2026-04-07 21:08:10 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=productUploadJob]] launched with the following parameters: [{'runId_productUploadJob':'{value=1775576290755, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/products-upload.csv, type=class java.lang.String, identifying=true}'}]
2026-04-07 21:08:10 [scheduling-1] INFO  c.r.logging.BatchJobLoggerListener - BATCH_JOB_STARTED job=productUploadJob params={'runId_productUploadJob':'{value=1775576290755, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/products-upload.csv, type=class java.lang.String, identifying=true}'}
2026-04-07 21:08:10 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [productUploadStep]
2026-04-07 21:08:10 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_STARTED name=productUploadStep
2026-04-07 21:08:12 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_FINISHED name=productUploadStep read=10 write=10 skip=0
2026-04-07 21:08:21 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [productUploadStep] executed in 10s395ms
2026-04-07 21:08:21 [scheduling-1] INFO  c.r.logging.BatchJobLoggerListener - BATCH_JOB_FINISHED job=productUploadJob params={'runId_productUploadJob':'{value=1775576290755, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/products-upload.csv, type=class java.lang.String, identifying=true}'}
2026-04-07 21:08:21 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=productUploadJob]] completed with the following parameters: [{'runId_productUploadJob':'{value=1775576290755, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/products-upload.csv, type=class java.lang.String, identifying=true}'}] and the following status: [COMPLETED] in 10s482ms
2026-04-07 21:08:21 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=stockReconciliationJob]] launched with the following parameters: [{'runId_stockReconciliationJob':'{value=1775576301308, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/stocks-reconciliation.csv, type=class java.lang.String, identifying=true}'}]
2026-04-07 21:08:21 [scheduling-1] INFO  c.r.logging.BatchJobLoggerListener - BATCH_JOB_STARTED job=stockReconciliationJob params={'runId_stockReconciliationJob':'{value=1775576301308, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/stocks-reconciliation.csv, type=class java.lang.String, identifying=true}'}
2026-04-07 21:08:21 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [truncateTempStockStep]
2026-04-07 21:08:21 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_STARTED name=truncateTempStockStep
2026-04-07 21:08:21 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_FINISHED name=truncateTempStockStep read=0 write=0 skip=0
2026-04-07 21:08:21 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [truncateTempStockStep] executed in 233ms
2026-04-07 21:08:21 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [loadTempStockStep]
2026-04-07 21:08:21 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_STARTED name=loadTempStockStep
2026-04-07 21:08:21 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_FINISHED name=loadTempStockStep read=9 write=9 skip=0
2026-04-07 21:08:21 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [loadTempStockStep] executed in 269ms
2026-04-07 21:08:22 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [stockMismatchStep]
2026-04-07 21:08:22 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_STARTED name=stockMismatchStep
2026-04-07 21:08:22 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_FINISHED name=stockMismatchStep read=9 write=9 skip=0
2026-04-07 21:08:22 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [stockMismatchStep] executed in 290ms
2026-04-07 21:08:22 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [generateReportStep]
2026-04-07 21:08:22 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_STARTED name=generateReportStep
2026-04-07 21:08:30 [scheduling-1] INFO  c.r.logging.BatchStepLoggerListener - STEP_FINISHED name=generateReportStep read=0 write=0 skip=0
2026-04-07 21:08:30 [scheduling-1] INFO  o.s.batch.core.step.AbstractStep - Step: [generateReportStep] executed in 8s425ms
2026-04-07 21:08:30 [scheduling-1] INFO  c.r.logging.BatchJobLoggerListener - BATCH_JOB_FINISHED job=stockReconciliationJob params={'runId_stockReconciliationJob':'{value=1775576301308, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/stocks-reconciliation.csv, type=class java.lang.String, identifying=true}'}
2026-04-07 21:08:30 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [SimpleJob: [name=stockReconciliationJob]] completed with the following parameters: [{'runId_stockReconciliationJob':'{value=1775576301308, type=class java.lang.Long, identifying=true}','filePath':'{value=uploads/stocks-reconciliation.csv, type=class java.lang.String, identifying=true}'}] and the following status: [COMPLETED] in 9s506ms
2026-04-07 21:09:00 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-04-07 21:09:00 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-04-07 21:09:00 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-04-07 21:13:02 [restartedMain] INFO  c.retailstore.RetailStoreApplication - Starting RetailStoreApplication using Java 21.0.7 with PID 11248 (C:\Users\Keerthi.Samayam\IntelliJIDEA\ResumeAddedProject\retail-store\target\classes started by Keerthi.Samayam in C:\Users\Keerthi.Samayam\IntelliJIDEA\ResumeAddedProject\retail-store)
2026-04-07 21:13:02 [restartedMain] INFO  c.retailstore.RetailStoreApplication - No active profile set, falling back to 1 default profile: "default"
